chunk_id,book_title,chapter_title,section_title,page_start,page_end,chunk_title,topic_type,cleaned_text,keywords,citation_anchor
M_YLSMX_V1_0011,园林树木学,第2章 园林树木的分类,第2章 园林树木的分类,6,6,园林树木分类的意义,summary,地球植物种类繁多，高等植物达35万种以上，已用于园林建设的只是其中一部分。面对大量植物种类，需要用科学、系统的识别和整理分类方法，才能扩大和提高植物为人类服务的范围与效益。植物分类学主要对植物进行描述记载、鉴定、分类和命名，是应用植物学部门和园林绿化建设学科的重要基础；园林树木的分类还应以树木在园林中的应用或利用为目的，服务于提高园林绿化建设水平。,植物分类学；园林树木分类；识别；鉴定；园林绿化,园林树木学-第2章 园林树木的分类-第2章 园林树木的分类-6-6
M_YLSMX_V1_0012,园林树木学,第2章 园林树木的分类,2.1.1 概说,6,7,中国植物分类学文献的发展,summary,中国植物记载历史悠久，早期文献如《诗经》《尔雅》《南方草木状》以及多种地方志、本草和植物名实图考类著作，记载了大量植物。中国文化历史悠久、本草学发达，许多著作对植物分类、药用植物记录和植物图示作出贡献。到近现代，中国学者也对植物分类学作出重要贡献，如陈嵘、钟观光、胡先骕、刘慎谔、郑万钧等人的著作和主编工作。,植物分类史；本草；地方志；植物名实图考；中国学者,园林树木学-第2章 园林树木的分类-2.1.1 概说-6-7
M_YLSMX_V1_0013,园林树木学,第2章 园林树木的分类,2.1.1 概说,7,7,欧洲植物分类学的发展,summary,欧洲记录植物的历史也很久，古希腊学者已有相关著述。文艺复兴后各学科较快发展，瑞典植物学家林奈通过《自然系统》《植物志属》《植物志种》等著作描述大量植物，并主张“双名法”，对分类学发展有重要贡献。边沁与虎克、恩格勒、哈钦松等人的著作也被视为植物分类学权威性著作。,欧洲分类学；林奈；双名法；自然系统；植物分类著作,园林树木学-第2章 园林树木的分类-2.1.1 概说-7-7
M_YLSMX_V1_0014,园林树木学,第2章 园林树木的分类,2.1.1 概说,7,7,人为分类系统与自然分类系统的区别,definition,植物分类系统可概括分为人为分类系统和自然分类系统。人为分类系统着眼于应用方便，例如本草学服务于医药目的；自然分类系统着眼于反映植物界的亲缘关系以及从低级到高级的系统演化关系，又称植物系统学。前者多用于应用学科，后者多用于理论学科；园林工作者在发展和应用园林植物学科时，也应具备一定理论植物学知识。,人为分类系统；自然分类系统；植物系统学；亲缘关系；系统演化,园林树木学-第2章 园林树木的分类-2.1.1 概说-7-7
M_YLSMX_V1_0015,园林树木学,第2章 园林树木的分类,2.1.2 自然分类系统的基本原则,7,8,物种概念与种下等级,definition,物种简称“种”，是分类的根基和基本单位。通常认为，“种”是在自然界客观存在的类群，类群内个体具有极相近的形态特征及生理、生态特性，个体间可自然交配产生正常后代并延续种族，且在自然界占有一定分布区域；种与种之间有明显界限，并存在生殖隔离。种具有相对稳定性，但并非永久不变；同种内若有差异，可按差异大小再分为亚种、变种和变型。,物种；种；生殖隔离；亚种；变种；变型,园林树木学-第2章 园林树木的分类-2.1.2 自然分类系统的基本原则-7-8
M_YLSMX_V1_0016,园林树木学,第2章 园林树木的分类,2.1.2 自然分类系统的基本原则,8,8,植物分类系统等级的内容,summary,分类系统统一采用等级顺序，即界、门、纲、目、科、属、种等等级，各级又可按情况分为亚级，用“亚”表示。植物分类学家以种为分类起点和基本单位，把相近的种集合为属，类似的属集合为科，类似的科集合为目，类似的目集合为纲，再由纲集合为门，门集合为界，从而形成完整的自然分类系统。应用科学和生产实践中还存在由人工培育形成的植物，这类植物对园林、林业、农业、园艺等应用学科很重要，达到一定数量并成为生产资料时可称为品种。,分类等级；界；门；纲；科属种；品种,园林树木学-第2章 园林树木的分类-2.1.2 自然分类系统的基本原则-8-8
M_YLSMX_V1_0017,园林树木学,第2章 园林树木的分类,2.1.3 植物命名法,8,10,植物采用统一命名的必要性,summary,同一种植物在不同国家和地区常有不同名称，甚至在同一国家内各地叫法也不一致，容易造成同名异物或异名同物的混乱。为便于科学交流和生产利用，需要制定统一名称。国际植物命名法规规定以双名法作为植物学名命名法，林奈在1753年《植物志种》中全面应用双名法后，对各国产生很大影响并被世界接受。,植物命名；双名法；同名异物；异名同物；国际植物命名法规,园林树木学-第2章 园林树木的分类-2.1.3 植物命名法-8-10
M_YLSMX_V1_0018,园林树木学,第2章 园林树木的分类,2.1.3 植物命名法,9,10,双名法和学名书写的规则,definition,双名法用两个拉丁字或拉丁化的字作为植物学名：第一个字为属名，首字母大写，多为名词；第二个字为种名，多为形容词。完整学名还要求在双名之后附命名人姓氏缩写和命名年份，普通使用时年份常略去。两个命名人共同命名时需同时附缩写名并以“et”或“&”连接；原命名人和代发表人不同时，先写原命名人缩写，再写“ex”和代发表者缩写；括号中的命名人表示原命名人，后来因研究更换了属名。,双名法；属名；种名；命名人；拉丁学名,园林树木学-第2章 园林树木的分类-2.1.3 植物命名法-9-10
M_YLSMX_V1_0019,园林树木学,第2章 园林树木的分类,2.1.3 植物命名法,9,10,异名、变种、变型和栽培品种的命名规则,definition,国际植物命名法规规定任何植物只许有一个拉丁学名，符合命名法规者为正式学名，其余为异名，正式学名后常用缩写“syn.”列出异名。种以下变种在种名后加“var.”再写拉丁变种名；变型加“f.”再写变型名，最后写命名人缩写。栽培品种在种名后用正体将品种名写在单引号内，首字母大写，后面不必附命名人；1959年1月1日以后新订品种名可用现代语，不必用拉丁语。,异名；变种；变型；栽培品种；命名法规,园林树木学-第2章 园林树木的分类-2.1.3 植物命名法-9-10
M_YLSMX_V1_0020,园林树木学,第2章 园林树木的分类,2.1.3 植物命名法,9,10,植物中文名命名原则,summary,植物中文名原则包括：一种植物只应有一个全国通用中文名称，地方名称可作为地方名存在；通用中文名应以属名为基础，再加说明形态、生境、分布等的形容词，已广泛使用的正确名称不必强求一致；中文属名是植物中文名核心，应通过文献和群众地方名反复比较，采用通俗易懂、形象生动、使用广泛，并与形态、生态、用途有关且不易混乱的名称；少数民族地区植物宜采用民族习用原名；有古僻字或迷信色彩、可能产生不良影响的名称可不用，广泛应用且废弃会造成混淆者可保留；纪念性名称尽量取消，但已广泛通用的经济植物名可酌情保留。,中文名；通用名称；属名；地方名；命名原则,园林树木学-第2章 园林树木的分类-2.1.3 植物命名法-9-10
M_YLSMX_V1_0021,园林树木学,第2章 园林树木的分类,2.1.4 自然分类系统中几个主要系统的特点简介,10,12,自然分类系统建立困难与主要系统,summary,植物界经历长期历史发展，许多植物种群已经灭绝，化石材料又残缺不全，因此建立完整自然分类系统存在困难。各国分类学者根据现有材料和不同观点建立了不同系统；在“门”以上等级差别不大，常见做法是将植物界分为低等植物亚界和高等植物亚界，并将种子植物门分为裸子植物亚门和被子植物亚门。关于种子植物的自然分类系统，各学者意见尚未统一。,自然分类系统；植物界；低等植物；高等植物；种子植物；被子植物,园林树木学-第2章 园林树木的分类-2.1.4 自然分类系统中几个主要系统的特点简介-10-12
M_YLSMX_V1_0022,园林树木学,第2章 园林树木的分类,2.1.4 自然分类系统中几个主要系统的特点简介,11,11,恩格勒系统的特点,summary,恩格勒系统由德国恩格勒主编的《植物自然分科志》和《植物分科志要》建立，很多国家曾采用。其特点包括：认为单性且无花被的柔荑花序较原始，因此将木麻黄科、胡椒科、杨柳科等放在木兰科和毛茛科之前；认为单子叶植物比双子叶植物原始；目与科范围较大。1964年该系统根据多数植物学家研究作出更正，认为单子叶植物较高级并置于双子叶植物之后，同时调整部分目、科范围。,恩格勒系统；柔荑花序；单子叶植物；双子叶植物；分类系统,园林树木学-第2章 园林树木的分类-2.1.4 自然分类系统中几个主要系统的特点简介-11-11
M_YLSMX_V1_0023,园林树木学,第2章 园林树木的分类,2.1.4 自然分类系统中几个主要系统的特点简介,11,11,哈钦松系统的特点,summary,哈钦松系统继承英国边沁与虎克系统，并以美国贝西的植物进化学说为基础加以改革。其主要观点是：单子叶植物较进化，排在双子叶植物之后；双子叶植物中木本与草本分开，乔木为原始性状，草本为进化性状；花部离生、螺旋状排列、多数离生雄蕊和两性花较原始，花部合生或附生、轮状排列、少数合生雄蕊和单性花较进化；单叶或互生叶序较原始，复叶或对生、轮生叶序较进化；目和科范围较小。,哈钦松系统；双子叶植物；木本；草本；花部特征；叶序,园林树木学-第2章 园林树木的分类-2.1.4 自然分类系统中几个主要系统的特点简介-11-11
M_YLSMX_V1_0024,园林树木学,第2章 园林树木的分类,2.1.4 自然分类系统中几个主要系统的特点简介,12,12,克朗奎斯特系统与其他系统的特点,summary,克朗奎斯特系统把被子植物分为双子叶植物纲和单子叶植物纲，并在两纲下设置若干亚纲；其科的范围与哈钦松系统相似但较大，目前被认为较先进，许多植物园和《中国高等植物》等著作采用该系统。其他重要系统还包括甘德生、塔赫他间、茹科夫斯基、格罗斯海姆以及郑万钧等系统。进入20世纪后，自然分类系统研究不能仅依靠外部形态特征，还需综合古植物学、比较解剖学、遗传生态学、细胞分类学、植物胚胎学、细胞遗传学、生物化学分类学、孢粉学、植物地理学、超微结构分类学和数量分类学等成果。,克朗奎斯特系统；被子植物；综合研究；分类学；郑万钧系统,园林树木学-第2章 园林树木的分类-2.1.4 自然分类系统中几个主要系统的特点简介-12-12
M_YLSMX_V1_0025,园林树木学,第2章 园林树木的分类,2.1.5 植物分类检索表,12,13,植物分类检索表的作用与编制原则,definition,分类检索表是鉴别植物必不可少的工具，通常分为分科、分属和分种3类。鉴别植物时先利用检索表初步查出科、属、种，再与植物志中该植物的描述性状仔细核对，完全相符后才能最终确定。检索表依据一群植物不同的主要特征和相同特征编制，好的检索表应在选择特征上明显、使用方便；对大群植物编制检索表并不容易，必须充分熟悉该群植物中每种植物的性状。,分类检索表；植物鉴别；分科；分属；分种；性状核对,园林树木学-第2章 园林树木的分类-2.1.5 植物分类检索表-12-13
M_YLSMX_V1_0026,园林树木学,第2章 园林树木的分类,2.1.5 植物分类检索表,12,13,定距检索表和平行检索表的特点,summary,常用检索表有定距检索表和平行检索表两种。定距检索表中，某一性状及其相对性状均从书页左边同一距离开始，下一级相对性状在更大距离处开始，逐级向右直到检索出所需名称。平行检索表中，每一相对性状的描述紧密并列便于比较，并在一种性状描写之末列出名称或数字，数字再列于较低一行之首，与另一组相对性状平行排列。植物分类书籍通常按花、果构造形态编制检索表，生产中也可为不开花季节使用方便，按枝、叶、芽等形态编制枝叶检索表或树木冬态检索表。,定距检索表；平行检索表；相对性状；枝叶检索表；冬态检索表,园林树木学-第2章 园林树木的分类-2.1.5 植物分类检索表-12-13
M_YLSMX_V1_0027,园林树木学,第2章 园林树木的分类,2.2 园林建设中的分类法,13,13,园林建设分类法的总原则,summary,园林树木在园林建设中的分类方法多种多样，各国学者和专家之间既有差异也有相同点，但总原则都是以有利于园林建设工作为目标。,园林建设；分类法；园林树木；应用目标,园林树木学-第2章 园林树木的分类-2.2 园林建设中的分类法-13-13
M_YLSMX_V1_0028,园林树木学,第2章 园林树木的分类,2.2.1 依树木的生长类型分类,13,14,树木生长类型分类的内容,definition,按生长类型，园林树木可分为乔木类、灌木类、丛木类、藤木类和匍地类。乔木树体高大，通常6米至数十米，主干明显，可按高度分为伟乔、大乔、中乔和小乔，也可按生长速度分为速生树、中速树和缓生树。灌木通常6米以下，主干低矮。丛木矮小，干茎自地面多数生出而无明显主干。藤木能缠绕或攀附他物向上生长，可分为绞杀类、吸附类、卷须类和蔓条类。匍地类干枝匍地生长，接触地面部分可生不定根并扩大占地范围。,乔木；灌木；丛木；藤木；匍地类；生长类型,园林树木学-第2章 园林树木的分类-2.2.1 依树木的生长类型分类-13-14
M_YLSMX_V1_0029,园林树木学,第2章 园林树木的分类,2.2.2 依对环境因子的适应能力分类,14,14,环境因子适应能力分类的内容,summary,按对环境因子的适应能力，园林树木可依热量、水分、光照、空气和土壤因子分类。按热量可分为热带树种、亚热带或暖带树种、温带树种和寒带亚寒带树种，实际应用中常按耐寒性分为耐寒、不耐寒和半耐寒树种。按水分可分为耐旱、耐湿和湿生树种。按光照可分为喜光、中性和耐阴树种。按空气因子可分为抗风、抗烟害和有毒气体、抗粉尘及卫生保健树种。按土壤因子可分为喜酸性土、耐碱性土、耐瘠薄土和海岸树种。,环境因子；热量；水分；光照；空气；土壤,园林树木学-第2章 园林树木的分类-2.2.2 依对环境因子的适应能力分类-14-14
M_YLSMX_V1_0030,园林树木学,第2章 园林树木的分类,2.2.3 依树木的观赏特性分类,14,14,树木观赏特性分类的内容,summary,按观赏特性，园林树木可分为赏树形树木类、赏叶树木类、赏花树木类、赏果树木类、赏枝干树木类和赏根树木类，各类还可进一步细分，详细内容在后续章节叙述。,观赏特性；树形；叶；花；果；枝干；根,园林树木学-第2章 园林树木的分类-2.2.3 依树木的观赏特性分类-14-14
M_YLSMX_V1_0031,园林树木学,第2章 园林树木的分类,2.2.4 依树木在园林绿化中的用途分类,14,15,园林绿化用途分类的内容,summary,按园林绿化用途，园林树木可分为独赏树、庭荫树、行道树、防护树、林丛、花木、藤木、植篱及绿雕塑、地被植物、屋基种植、桩景以及室内绿化装饰等类别。,园林用途；独赏树；庭荫树；行道树；防护树；地被植物,园林树木学-第2章 园林树木的分类-2.2.4 依树木在园林绿化中的用途分类-14-15
M_YLSMX_V1_0032,园林树木学,第2章 园林树木的分类,2.2.5 依树木在园林结合生产中的主要经济用途分类,15,15,树木经济用途分类的内容,summary,按园林结合生产中的主要经济用途，园林树木可分为果树类、淀粉树类、油料树类、木本蔬菜类、药用树类、香料树类、纤维树类、乳胶树类、饲料树类、薪材类、观赏装饰类和其他经济用途类。,经济用途；果树；油料树；药用树；香料树；观赏装饰,园林树木学-第2章 园林树木的分类-2.2.5 依树木在园林结合生产中的主要经济用途分类-15-15
M_YLSMX_V1_0033,园林树木学,第2章 园林树木的分类,2.2.6 依施工及繁殖栽培管理的需要分类,15,15,施工与繁殖栽培管理分类的内容,summary,按施工及繁殖栽培管理需要，园林树木可按移植难易分为易移植成活类和不易移植类；按繁殖方法分为种子繁殖类和无性繁殖类，并可依繁殖特点细分；按整形修剪特点分为宜修剪整形和不宜修剪整形类，并可依修剪时期及特点细分；按对病害及虫害的抗性分为抗性类和易感染类，并可进一步细分，必要时应注明是否为中间寄主。,移植；繁殖方法；整形修剪；病虫害抗性；栽培管理,园林树木学-第2章 园林树木的分类-2.2.6 依施工及繁殖栽培管理的需要分类-15-15
M_YLSMX_V1_0034,园林树木学,第3章 园林树木的生长发育规律,第3章 园林树木的生长发育规律,16,16,植物生长、发育、生命周期和年周期的定义,definition,植物通过细胞分裂和扩大导致体积、质量不可逆增加，称为生长；在生命活动中，建立在细胞、组织、器官分化基础上的结构和功能变化称为发育。植物从播种开始，经历幼年、性成熟开花、衰老直至死亡的全过程称为生命周期；植物在一年中经历的生活周期称为年周期。春播一年生植物的年周期就是生命周期，二年生植物跨年完成生命周期，多年生草本和木本植物通常需多年生长才完成生命过程。,生长；发育；生命周期；年周期；多年生植物,园林树木学-第3章 园林树木的生长发育规律-第3章 园林树木的生长发育规律-16-16
M_YLSMX_V1_0035,园林树木学,第3章 园林树木的生长发育规律,第3章 园林树木的生长发育规律,16,16,研究树木生长发育规律的意义,summary,树木多数为多年生木本植物，从繁殖开始，无论实生苗、营养繁殖苗，或寿命长短，都要每年反复经历多年生长才进入开花结实并完成生命过程。因此树木发育存在年周期和生命周期两个生长发育周期。研究树木生长发育规律，有助于正确选用树种和制订栽培技术，预见性调节和控制生长发育，快速育苗，提高移植成活率，促进长寿并发挥园林绿化功能；也能指导不同年龄时期的养护、开花调控、防早衰和古树更新复壮。,生长发育规律；年周期；生命周期；栽培技术；园林绿化；养护,园林树木学-第3章 园林树木的生长发育规律-第3章 园林树木的生长发育规律-16-16
M_YLSMX_V1_0036,园林树木学,第3章 园林树木的生长发育规律,3.1 树木的生命周期,16,16,树木生命周期的定义,definition,树木的生命周期，是指从繁殖开始经过幼年、青年、成年、老年，直至个体生命结束为止的全部生活史。,树木；生命周期；繁殖；幼年；成年；老年,园林树木学-第3章 园林树木的生长发育规律-3.1 树木的生命周期-16-16
M_YLSMX_V1_0037,园林树木学,第3章 园林树木的生长发育规律,3.1.1 树木生命周期中生长与衰亡的变化规律,16,18,离心生长与离心光秃的特点,definition,树木自播种发芽或营养繁殖成活后，以根颈为中心，根和茎均以离心方式生长：根向土中逐年发生各级骨干根和侧生根并纵深发展，地上芽向上生长形成骨干枝和侧生枝。这种由根颈向两端扩展空间的生长称为离心生长。根系在离心生长过程中出现早年须根由基部向根端方向衰亡的现象，称为自疏；树冠内膛骨干枝上早年侧生小枝因营养少、长势弱而逐年枯落，称为自然打枝。根系自疏和树冠自然打枝统称为离心光秃。,离心生长；离心光秃；自疏；自然打枝；根系；树冠,园林树木学-第3章 园林树木的生长发育规律-3.1.1 树木生命周期中生长与衰亡的变化规律-16-18
M_YLSMX_V1_0038,园林树木学,第3章 园林树木的生长发育规律,3.1.1 树木生命周期中生长与衰亡的变化规律,17,18,向心更新与向心枯亡的特点,definition,随树龄增加，离心生长和离心光秃使树冠外围枝叶花果集中，枝条长势减弱。当树木接近该地最大树体时，中心干明显的树种其中心干延长枝分杈或弯曲，称为截顶或结顶。随着离心生长衰弱，具有长寿潜伏芽的树种常在主枝弯曲高位处萌生徒长枝，形成新的小树冠并逐渐代替原衰亡树冠，这种更新和枯亡通常由冠外向内膛、由上部向下部，直至根颈部进行，称为向心更新和向心枯亡。,向心更新；向心枯亡；徒长枝；树冠更新；截顶；结顶,园林树木学-第3章 园林树木的生长发育规律-3.1.1 树木生命周期中生长与衰亡的变化规律-17-18
M_YLSMX_V1_0039,园林树木学,第3章 园林树木的生长发育规律,3.1.1 树木生命周期中生长与衰亡的变化规律,18,18,不同类别树木更新特点,summary,不同类别树木更新方式和能力差异较大。乔木类地上部骨干寿命长，有长寿潜伏芽的树种可在原母体上多次通过徒长枝进行主侧枝更新；桃等潜伏芽寿命短的乔木很难自然向心更新。无潜伏芽的树木只有离心生长和离心光秃而无向心更新，易出现顶部先端枯梢或整株死亡。部分乔木可依靠根蘖或根蘖更新。灌木类离心生长时间短，枝条衰亡快；丛木干枝可向心更新，但多以根蘖更新为主；藤木先端离心生长较快，基部易光秃，其更新有的类似乔木，有的类似灌木或丛木。,树木更新；乔木；潜伏芽；根蘖；灌木；藤木,园林树木学-第3章 园林树木的生长发育规律-3.1.1 树木生命周期中生长与衰亡的变化规律-18-18
M_YLSMX_V1_0040,园林树木学,第3章 园林树木的生长发育规律,3.1.2 实生树与营养繁殖树的生命周期特点,18,19,实生树生命周期阶段的特点,summary,实生树一生的生长发育具有阶段性。部分学者将个体发育划分为胚胎、幼年、性成熟或青年、繁殖、衰老五个阶段，但多数观点认为实生树生命周期主要由幼年阶段和成年成熟阶段组成。幼年阶段从种子萌发到具备开花潜能前，木本植物常称幼年期，果树栽培学称童期；该时期不可逾越，但可缩短，不同树种和品种幼年期长短差异很大。进入性成熟或成年阶段后，树木获得形成花芽能力，能接受成花诱导并形成花芽；开花是树木进入性成熟的明显标志，但幼年结束与首次开花并不总完全一致。,实生树；幼年阶段；成年阶段；性成熟；童期；花芽,园林树木学-第3章 园林树木的生长发育规律-3.1.2 实生树与营养繁殖树的生命周期特点-18-19
M_YLSMX_V1_0041,园林树木学,第3章 园林树木的生长发育规律,3.1.2 实生树与营养繁殖树的生命周期特点,19,19,营养繁殖树生命周期的特点,summary,营养繁殖树通常由冠外成年期枝芽繁殖而成，已经通过幼年阶段，因此没有性成熟过程，只要生长正常并具备成花诱导条件，随时可成花；从定植开始，经多年开花结实后进入衰老死亡。营养繁殖树生命周期只有成熟阶段和老化过程。缩短实生树幼年阶段、加速性成熟、维持成年阶段并延缓老化，是树木栽培和育种的重要任务。,营养繁殖树；成熟阶段；老化过程；成花诱导；育种,园林树木学-第3章 园林树木的生长发育规律-3.1.2 实生树与营养繁殖树的生命周期特点-19-19
M_YLSMX_V1_0042,园林树木学,第3章 园林树木的生长发育规律,3.1.3.1 实生树幼年期与性成熟的研究,19,25,实生树早花现象与幼年阶段标志,summary,一般树木需数年才能开花，但部分实生苗会很早开花，如油松、柑橘类、板栗、核桃、苹果、椿树、无花果等实生苗中可见少数早花株。早花现象说明某些树木实际幼年期可能比习惯认为的短，或可通过育种与早期改变栽培条件来缩短。幼年阶段可从形态、解剖和生理生化特征识别：形态上表现为叶形、分枝角、长势、附属物、叶序、扦插和压条生根能力等差异；解剖上幼年枝段常有木质部比例、导管、细胞、皮层与韧皮部等差异；生理生化上幼年期还原糖、淀粉、蛋白、果胶和灰分较少，纤维素、半纤维素较多，RNA/DNA比值较小。,实生树；早花；幼年阶段；形态标志；解剖特征；生理生化,园林树木学-第3章 园林树木的生长发育规律-3.1.3.1 实生树幼年期与性成熟的研究-19-25
M_YLSMX_V1_0043,园林树木学,第3章 园林树木的生长发育规律,3.1.3.1 实生树幼年期与性成熟的研究,22,25,促进实生树苗开花研究的要点,summary,部分学者受植物阶段发育学说影响，尝试将春化、光照等阶段应用于木本植物，并通过低温层积、人工春化、提早播种、延长生长期等方式加速实生树苗开花。文本对“低温沙藏层积就是春化并能促成成花”的说法提出质疑，指出春化是低温对植物成花的诱导和促进作用，并非与成花早晚相对有关的因素；许多树木并无普遍低温春化要求。影响实生树首次成花的因素应从种子萌发后的生理代谢、光温水肥状况、生长期长短、株高、粗度、节数、萌枝数量和叶面积，以及遗传因素等方面综合探索。,实生树苗；成花；春化；低温层积；光周期；遗传因素,园林树木学-第3章 园林树木的生长发育规律-3.1.3.1 实生树幼年期与性成熟的研究-22-25
