chunk_id,book_title,chapter_title,section_title,page_start,page_end,chunk_title,topic_type,cleaned_text,keywords,citation_anchor
M_LMBLX_V3_0011,林木病理学（第3版）,绪论,0.3 林木病理学的主要研究内容,3,3,病理学的定义与寄主—病原物体系相互关系,definition,病理学是研究在林木染病的过程中寄主—病原物体系中二者的相互关系。研究病原物在寄主体表及体内的生长发育及其致病作用，寄主植物染病后的病理变化，植物抗病或感病的机理等。,病理学; 寄主病原物体系; 致病作用; 病理变化; 抗病机理,林木病理学（第3版）-绪论-0.3 林木病理学的主要研究内容-3-3
M_LMBLX_V3_0012,林木病理学（第3版）,绪论,0.3 林木病理学的主要研究内容,3,3,流行学的主要研究内容与时空动态,definition,流行学主要研究环境条件对病原物生存、繁殖、释放、传播和侵染活动的影响，环境条件对寄主植物感病性的影响，环境条件对病害时间和空间上的变化动态的影响。,流行学; 环境条件; 传播侵染; 感病性; 时空变化动态,林木病理学（第3版）-绪论-0.3 林木病理学的主要研究内容-3-3
M_LMBLX_V3_0013,林木病理学（第3版）,绪论,0.3 林木病理学的主要研究内容,3,3,防治学的基本原理与植物病虫害综合治理,definition,防治学主要研究应用物理的、化学的、生物的和栽培学的方法防治植物病害的基本原理和应用技术。当前，国际上特别提倡以生态学和经济学为基础的植物病虫害综合治理，即在保持生态系统的相对平衡的前提下，有机地运用多种方法把病虫的危害控制在经济允许损失水平之下。,防治学; 病害防治; 综合治理; 生态平衡; 经济允许损失,林木病理学（第3版）-绪论-0.3 林木病理学的主要研究内容-3-3
M_LMBLX_V3_0014,林木病理学（第3版）,绪论,0.4 林木病理学与其他学科之间的关系,3,3,林木病理学与森林病理学的概念边界与侧重点,definition,林木病理学与森林病理学在许多时候具有共同的含义，两者都是以乔灌木病害为研究对象，都是以森林病理学为共同的学科基础。但细究起来两者还是各有侧重。林木病理学的研究范围包括所有的乔灌木病害，既包括森林乔灌木，也包括城市生态系统中的个体林木。森林病理学的研究范围则着重是森林乔灌木病害，且强调森林群体的病害流行。由于林木病理学是以森林病理学的研究内容为核心的，所以林木病理学的理论基础也是以森林病理学的理论为核心主体的。,林木病理学; 森林病理学; 概念辨析; 研究范围; 乔灌木病害,林木病理学（第3版）-绪论-0.4 林木病理学与其他学科之间的关系-3-3
M_LMBLX_V3_0015,林木病理学（第3版）,绪论,0.4 林木病理学与其他学科之间的关系,3,3,林木病理学与植物病理学及其他相关学科的交叉联系,summary,林木病理学作为植物病理学的一个分支学科，其发展自然与植物病理学的发展有着密切的联系，植物病理学的发展从总体上讲，对林木病理学的发展具有引领作用。当然，林木病理学的发展也丰富了植物病理学的内容。林木病理学的发展也不能离开其他学科的发展，如植物学、植物生理学、生物化学、微生物学、真菌学等。由于森林自身的特点，林木病理学与森林气象学、森林遗传学、森林生态学、森林经营学等许多林学学科的发展也有着深入的联系。近20年来，分子生物学、分子遗传学、数量遗传学、遥感技术以及电子显微镜和电子计算机等学科的发展，又极大地推动了林木病理学的进步。,植物病理学; 交叉学科; 基础学科; 林学学科; 分子生物学,林木病理学（第3版）-绪论-0.4 林木病理学与其他学科之间的关系-3-3
M_LMBLX_V3_0016,林木病理学（第3版）,林木病害基本概念,1.1.1 林木病害,5,5,林木病害的基本定义与经济生活范畴的界定,definition,林木在生活过程中，由于受生物或非生物因素的影响，在生理上、组织结构上和外部形态上产生一系列局部的或整体的异常变化，生长发育受到显著影响，甚至出现死亡，这种现象就被称作为林木病害（forest and tree disease）。林木病害是对人类经济生活而言的，有些植物的不正常现象不但不造成经济损失，而且产生更高的经济价值。例如，许多豆科树种受根瘤菌感染后生长得更好；郁金香因受病毒的侵染使单色花成为杂色花，增加了它的观赏价值；茭白由于一种黑粉菌的侵染使茎基部肥大而可供食用等。这些现象都不列入植物病害的范畴。,林木病害; 生理异常; 形态变化; 经济损失; 经济价值,林木病理学（第3版）-林木病害基本概念-1.1.1 林木病害-5-5
M_LMBLX_V3_0017,林木病理学（第3版）,林木病害基本概念,1.1.1 林木病害,5,5,林木病害与林木损伤的概念区分与病理程序特征,definition,林木损伤和林木病害是两个不同的概念。非生物因素或生物因素都可以引起林木损伤，例如林木受风折、雷击，或受动物、昆虫咬伤等。林木损伤是由瞬间发生的机械作用所致，受害林木在外部形态表现受伤之前在生理上没有发生明显的病理程序，因此不能称为林木病害。,林木病害; 林木损伤; 机械作用; 病理程序; 概念辨析,林木病理学（第3版）-林木病害基本概念-1.1.1 林木病害-5-5
M_LMBLX_V3_0018,林木病理学（第3版）,林木病害基本概念,1.1.1 林木病害,5,5,侵染性病害与非侵染性病害的分类定义,definition,由生物因子（主要是寄生性微生物）侵染引起的病害称为侵染性病害（infectious diseases），由环境中不利于植物生长发育的物理因子或化学因子引起的病害称为非侵染性病害（non-infectious diseases）。林木病理学（forest and tree pathology）以侵染性病害为主要研究对象。,侵染性病害; 非侵染性病害; 生物因子; 物理化学因子; 研究对象,林木病理学（第3版）-林木病害基本概念-1.1.1 林木病害-5-5
M_LMBLX_V3_0019,林木病理学（第3版）,林木病害基本概念,1.1.2 林木病害的病原,5,5,病原的基本定义与病害发生因素的界定,definition,引起林木生病的最直接因素称为病原（causes of disease）。植物生病时，可能是受到某一个因素的作用，也可能是同时或先后受到两个以上因素的作用，但其中有一个是使植物生病的最直接的因素，在这种情况下，这个最直接的因素才被称为病原。例如，某些树苗在秋季多施速效氮肥，使秋梢徒长，组织柔嫩，冬季就容易遭受低温冻害而致枯梢，施肥不当和低温都是引起冻害的因素，但只认为低温是病原。又如，银杏苗木茎腐病是因为茎基部在夏季受过高的地表温度灼伤后，又受一种真菌自伤口侵入而引起的，在这种情况下，直接导致茎基部腐烂的真菌才被称为病原，其他被称为病害发生的环境条件。侵染性病害的病原是生物，通常又可称为病原物（pathogen）。,病原; 病原物; 直接因素; 环境条件; 侵染性病害,林木病理学（第3版）-林木病害基本概念-1.1.2 林木病害的病原-5-5
M_LMBLX_V3_0020,林木病理学（第3版）,林木病害基本概念,1.1.2 林木病害的病原,6,6,侵染性病原（病原物）的主要类别及特征,pathogen,侵染性病原：植物侵染性病原中绝大多数是寄生性微生物，常称它们为病原物，如果是菌类则又可称为病原菌。已经知道的植物病原物主要有以下几类：①菌物：菌物是一类低等真核生物，其营养体是丝状体，称为菌丝，繁殖时产生各种孢子。菌物没有叶绿素，不能自营光合作用，要依赖现成的有机物生活。大多数菌物是腐生的，一般不会引起植物病害，只有少部分菌物能寄生在植物体上，成为植物的病原物。植物侵染性病害中80%以上是由菌物引起的，菌物是植物病原物中最重要的一类。②病毒：病毒是比细菌还小的在普通显微镜下看不见的一种非细胞形态的寄生物。它的直径一般小于200 × 10^-3 μm，小的病毒约相当于大的蛋白质分子。已发现的病毒都是细胞内寄生物，它们引起人类、动物和植物的重要病害。③细菌：细菌是一类原核生物，常以裂殖方式进行繁殖，故又称裂殖菌。细菌是人类和动物病害的重要病原。植物细菌病害的种类比菌物病害要少得多，但某些植物细菌病害在农林生产上却可造成重大损失。④植物菌原体：植物菌原体作为植物病害的病原，还是在1967年由日本学者在研究桑萎缩病等病害时发现的。近年来这类微生物在分类上被认为与细菌相近，属于原核生物。它们在电子显微镜下大多呈球状体，球体直径为100 × 10^-3 ~ 1000 × 10^-3 μm，具有膜状包被但没有细胞壁。林木上黄化和丛枝类型的病害，许多是由植物菌原体引起的。⑤寄生性种子植物：寄生性种子植物目前知道的都是双子叶植物，寄生在植物茎或根上，其中大多数是寄生在木本植物上，如危害多种阔叶树的桑寄生、槲寄生和菟丝子等。⑥线虫：线虫属于无脊椎动物的线虫门，它的长度一般不到2 mm，粗0.05 ~ 0.1 mm，在自然界分布很广。各类植物和菌物上都有线虫寄生。,侵染性病原; 病原物; 菌物; 病毒; 细菌; 植物菌原体; 寄生性种子植物; 线虫,林木病理学（第3版）-林木病害基本概念-1.1.2 林木病害的病原-6-6
M_LMBLX_V3_0021,林木病理学（第3版）,林木病害基本概念,1.1.2 林木病害的病原,6,6,非侵染性病原的常见类别及致病机制,pathogen,非侵染性病原：除了生物以外的不利于植物生长发育的各种环境因素都可能成为非侵染性病害的病原。常见的非侵染性病原有下列几类：①营养条件不适宜土壤中缺少某些营养物质，致使植物产生失绿、变色或组织坏死等现象。刺槐因缺铁而发生的黄化病是在碱性土壤上常见的例子。松苗常因土壤中缺磷而产生紫叶病。某些微量元素如锰、硼、锌等的缺乏也常引起各种植物病害。②土壤水分失调土壤湿度过低可以引起植物叶尖、叶缘或叶脉间组织的枯黄。在极干旱的条件下植物将凋萎而引致死亡。相反，土壤水分过多易使植物根部室息，久之发生根腐；在排水不良、地下水位过高或因地势不平局部积水的苗圃或造林地常有这种现象。③温度不适宜温度影响植物各方面的生命活动，植物生长有其最低、最适和最高的温度界限。温度过高可引起树皮及果实的灼伤。夏季烈日之下，地表温度可达70℃，某些树皮薄、嫩的苗木和幼树常发生茎基部灼伤。低温引起霜害和冻害则更为常见。④有毒物质空气、土壤和植物表面都有可能存在着对植物有害的物质，引起植物病害。一些化工厂和冶炼厂排出的废气中，常含有多量的二氧化硫等有毒气体，这类有毒气体对植物发生的危害称为烟害。杀虫杀菌剂使用不当，致使叶片上产生斑点或枯焦脱落，则称为药害。,非侵染性病原; 环境因素; 营养失调; 水分失调; 温度不适; 有毒物质,林木病理学（第3版）-林木病害基本概念-1.1.2 林木病害的病原-6-6
M_LMBLX_V3_0022,林木病理学（第3版）,林木病害基本概念,1.1.3 寄主,7,7,寄主的定义与寄主—病原物体系的病理程序,definition,在侵染性病害中，受侵的植物称为寄主（host）。病原物在寄主体内生活，双方之间既具有亲和性，又具有对抗性，构成一个有机的寄主—病原物体系。当植物受到病原的作用或侵染时，首先会在生理上产生一定的反应，以适应变化了的环境条件或阻止病原物在体内继续扩展。如果病原的作用继续加强，超出了植物的适应能力或胜过了植物的抵抗反应，经过一定时间，植物在组织结构和外部形态上就会相继产生一系列的变化，表现出病态。因此，植物病害的发生要经过生理上、组织结构上和外部形态上的一系列病理程序。病理程序就是寄主—病原物体系建立和发展的过程。这一过程的进展除取决于双方本身所具有的动力外，环境条件也起重要作用。,寄主; 侵染性病害; 寄主—病原物体系; 亲和性; 对抗性; 病理程序,林木病理学（第3版）-林木病害基本概念-1.1.3 寄主-7-7
M_LMBLX_V3_0023,林木病理学（第3版）,林木病害基本概念,1.1.4 林木病害发生与环境的关系,7,7,自然环境条件对病害发生发展的影响及缩叶病案例,occurrence_rule,环境条件分别作用于寄主、病原物以及寄主—病原物体系。如果环境条件有利于植物的生长而不利于病原物的活动，病害就难以发生或发展很慢，植物受害就轻。反之，病害则容易发生或发展很快，植物受害就重。例如桃树新叶开放时，常会受到一种外子囊菌的侵害而发生缩叶病，这种病害在早春低温多雨的年份较为严重。因为病菌只能危害嫩叶，气温低使桃叶生长缓慢，增加病菌侵染的机会，湿度高给病菌孢子萌发造成有利条件。反之，如果天气晴和温暖，桃叶迅速生长，病害就很轻。,环境条件; 寄主—病原物体系; 病害发生; 缩叶病; 温湿度影响,林木病理学（第3版）-林木病害基本概念-1.1.4 林木病害发生与环境的关系-7-7
M_LMBLX_V3_0024,林木病理学（第3版）,林木病害基本概念,1.1.4 林木病害发生与环境的关系,7,7,人类生产活动对自然生态系统平衡的破坏与病害流行,occurrence_rule,现在已经逐步认识和重视人类生产活动对植物病害的影响。人们可以通过栽培措施或病害防治措施对寄主植物、病原物和环境施加影响，以抑制植物病害的流行。但从历史上看，由于人类破坏了自然生态系统的平衡，创造了高度感病的植物品种，远距离传播了危险性病原物，因此总的趋势是人类的活动促进了植物病害的发生和发展。在自然生态系统中，由于自然选择的结果，各种生物和环境相互之间的关系处于一种相对稳定的状态，植物与病原物之间的关系无论从数量的消长或它们之间的寄生关系来说，都处在一个相对平衡的状态。人类的生产活动常常使生态系统的平衡受到破坏，植物病害在这种情况下容易达到流行的程度,人类活动; 生产活动; 自然生态系统; 生态平衡; 病害流行,林木病理学（第3版）-林木病害基本概念-1.1.4 林木病害发生与环境的关系-7-7
M_LMBLX_V3_0025,林木病理学（第3版）,林木病害基本概念,1.1.4 林木病害发生与环境的关系,7,7,栽培品种单一化与病原物远距离传播对病害流行的影响,occurrence_rule,人类在长期的农业生产中，将野生植物驯化为栽培植物，创造了许多优质高产的植物品种，这些品种对某一种病原物或对病原物的某些小种可能是高度抗病的，但对另外一些小种却可能是高度感病的。大面积栽培单一品系的植物种群，为大面积爆发流行性病害创造了条件。植物和病原物在自然界的存在，由于历史或环境的原因，高山和大洋的阻隔，原来大多是区域性分布的。然而，人类的活动、区域间的物资交流、引种外来动植物等常常把一些局部分布的病原物传播到了新的地区，造成更大的经济损失。,单一品系; 大面积栽培; 区域性分布; 物资交流; 远距离传播,林木病理学（第3版）-林木病害基本概念-1.1.4 林木病害发生与环境的关系-7-7
M_LMBLX_V3_0026,林木病理学（第3版）,林木病害基本概念,1.1.4 林木病害发生与环境的关系,7,7,基于森林生态系统平衡的健康森林营建与病害控制理念,control_method,现在人们也已经逐步认识了以往的这些失误，提出了要着眼于森林群体生态系统的平衡，以营建健康森林为目标，客观考虑自然因素和人的作用，正确处理和协调各种关系，真正使病害成为森林生态系统可以自我控制且不会达到流行程度的一种自然现象。,生态系统平衡; 营建健康森林; 自我控制; 病害控制; 森林群体,林木病理学（第3版）-林木病害基本概念-1.1.4 林木病害发生与环境的关系-7-7
M_LMBLX_V3_0027,林木病理学（第3版）,林木病害基本概念,1.2 感病树木的病理变化,8,8,病理变化（病变）的定义与生理到形态的发展顺序,definition,树木受病原物侵染后，会在生理上、组织上和形态上产生一系列的异常变化，这些异常变化称为病理变化，简称病变。病植物的各种病变是互相联系的，一种病变常常引起其他一种或两种病变。一般说来，首先发生的是生理上的病变，然后引起组织结构上的病变，组织结构上的病变又会导致形态上的病变。,病理变化; 病变; 生理病变; 组织结构病变; 形态病变,林木病理学（第3版）-林木病害基本概念-1.2 感病树木的病理变化-8-8
M_LMBLX_V3_0028,林木病理学（第3版）,林木病害基本概念,1.2.1 生理上的病变,8,8,细胞渗透性增加与酶活力的改变,symptom,感病树木最先发生的生理病变可能是细胞生理的变化。受侵植物组织的细胞几乎都会发生渗透性变化，一般是渗透性增加，矿物质随着水分而外漏。许多病害的初期症状表现水浸状，可能就是水分渗入细胞间隙的结果。细胞中酶活力的改变在细菌性癌肿组织中早已证实，在癌肿组织汁液中，过氧化氢酶活力比健康组织提高160%，氧化酶活力提高130%，过氧化物酶活力提高120%，而且还产生了酪氨酸酶，这种酶在健康组织中是没有的。,生理病变; 细胞渗透性; 水浸状; 酶活力; 细菌性癌肿,林木病理学（第3版）-林木病害基本概念-1.2.1 生理上的病变-8-8
M_LMBLX_V3_0029,林木病理学（第3版）,林木病害基本概念,1.2.1 生理上的病变,8,8,病植物呼吸作用的异常增加与后期下降,symptom,呼吸作用的增加是病植物共同的特征。病组织的呼吸作用一般比健全组织提高20%~100%，最高时可达2~4倍。到病害发展的后期，呼吸作用又急剧下降。泡桐患丛枝病的组织呼吸时，氧气吸收量较健康组织增加20%~70%，二氧化碳的排出量增加36%~40%。许多试验表明，呼吸作用的增加主要是由寄主决定的。例如，患白粉病的麦苗叶组织每平方厘米每小时的氧气消耗量是7.9 cm³，健康叶组织只消耗1.9 cm³，如用机械方法将菌丝体从病叶表面剥掉，氧气消耗量为6.4 cm³，病原物消耗的只不过1.5 cm³。,呼吸作用; 氧气消耗; 生理病变; 丛枝病; 白粉病,林木病理学（第3版）-林木病害基本概念-1.2.1 生理上的病变-8-8
M_LMBLX_V3_0030,林木病理学（第3版）,林木病害基本概念,1.2.1 生理上的病变,8,8,病植物叶绿素丧失与光合作用强度的降低,symptom,病植物叶组织中的叶绿素丧失或组织坏死，光合作用随之就会有所降低。例如，泡桐患丛枝病后，叶绿素含量仅及健康树的23%~48%，光合作用强度只相当于健康树的10%~39%。在病害过程中，病植物光合作用排出的CO₂的量超过植物固定CO₂的量，使植物的含碳物质积累不断减少，影响植物的生长发育。,光合作用; 叶绿素丧失; 生理病变; 含碳物质; 生长发育,林木病理学（第3版）-林木病害基本概念-1.2.1 生理上的病变-8-8
M_LMBLX_V3_0031,林木病理学（第3版）,林木病害基本概念,1.2.1 生理上的病变,8,8,病植物氮化合物含量的波动与局部积累异常,symptom,病植物中氮化合物的含量一般比健康植株有所降低，或者在初期有所增加，而后期则急剧减少。氮化合物也可能在局部病组织中积累，细菌性根癌组织中的蛋白质含量有时可以达到健全组织的3倍之多。某些受病毒感染的植株中有蛋白质含量增高的现象，可能其中病毒本身的蛋白质占主要成分。对寄主植物氮素的掠夺在槲寄生（Viscum album）中也很明显，据测定，槲寄生植株的含氮量占总干物质重的26.4%，而直接受槲寄生寄生的寄主枝条中的含氮量只有3.5%。,氮化合物; 蛋白质含量; 细菌性根癌; 槲寄生; 氮素掠夺,林木病理学（第3版）-林木病害基本概念-1.2.1 生理上的病变-8-8
M_LMBLX_V3_0032,林木病理学（第3版）,林木病害基本概念,1.2.1 生理上的病变,8,9,病植物水分缺乏的萎蔫机制：蒸腾加剧与输导系统阻塞,symptom,病植物中水分的缺乏导致植株萎蔫。水分缺乏的原因主要有两个方面：一方面是蒸腾作用加剧。据试验，用一种病原物所产生的毒素——维多利素处理植物可以引起蒸腾作用的变化。用维多利素处理后3 h，蒸腾作用最低，气孔是紧闭的；10 h后气孔不正常地广为张开，其宽度比光照下的对照植株大2~4倍，同时保卫细胞中淀粉消失。保卫细胞高度膨胀状态和其中的淀粉消失，可能与保持气孔的张开有关。由于气孔失去控制机能，蒸腾加剧而引起萎蔫。另一方面是输导系统阻塞，这一类型的病害常称为维管束病害。维管束的阻塞可能是由侵入其中的病原物本身或者它们刺激寄主植物所产生的侵填体的作用。也有人认为是由病原所产生的毒素引起的。,水分缺乏; 植株萎蔫; 蒸腾作用; 维多利素; 输导系统阻塞; 维管束病害,林木病理学（第3版）-林木病害基本概念-1.2.1 生理上的病变-8-9
M_LMBLX_V3_0033,林木病理学（第3版）,林木病害基本概念,1.2.2 组织上的病变,9,9,组织上病变的概念与四种分类情况,definition,树木感病以后，生理上病变的结果常引起细胞和组织结构上发生变化。组织上病变的性质可大致分为以下4种情况：促进性组织病变、抑制性组织病变、分解性组织病变、组织补偿反应。,组织病变; 细胞变化; 组织结构变化; 病变分类,林木病理学（第3版）-林木病害基本概念-1.2.2 组织上的病变-9-9
M_LMBLX_V3_0034,林木病理学（第3版）,林木病害基本概念,1.2.2 组织上的病变,9,9,促进性组织病变的概念界定与最常发生的组织部位,definition,促进性组织病变是指细胞体积增大和细胞数目增多，导致细胞和组织过度生长。这些现象最常发生在分生组织、薄壁组织和木栓组织中。,促进性组织病变; 细胞增多; 过度生长; 分生组织; 薄壁组织; 木栓组织,林木病理学（第3版）-林木病害基本概念-1.2.2 组织上的病变-9-9
M_LMBLX_V3_0035,林木病理学（第3版）,林木病害基本概念,1.2.2 组织上的病变,9,9,促进性组织病变导致的具体病态现象及成因,symptom,病态的瘤肿、畸形、毛毡、丛枝和徒长等，大多是由分生组织及薄壁组织过度生长造成的；疮痂、溃疡斑周围的愈伤组织等是木栓细胞增生的结果。细胞中的细胞核、叶绿体或细胞壁等，也会因受刺激而变大或增多。,瘤肿; 丛枝; 徒长; 疮痂; 愈伤组织; 木栓细胞增生,林木病理学（第3版）-林木病害基本概念-1.2.2 组织上的病变-9-9
