chunk_id,book_title,chapter_title,section_title,page_start,page_end,chunk_title,topic_type,cleaned_text,keywords,citation_anchor
M_YLSMZPX_V1_0011,园林树木栽培学,0 绪论,0.1.3.1 美化环境,2,3,园林树木美化环境的作用,summary,树木各具优美的姿态：或冬夏长青，或婀娜多姿，或色彩鲜艳，或果实累累，具有极高的观赏价值，给城市增添了情趣，美化了环境，减少了城市建筑的生硬化和直线化，能起到建筑设计所不能起到的艺术效果。园林树木色彩变化丰富，时正景变，不仅具有美学意义，还能使人得到休息，给人们创造安静舒适的休息环境，供广大人民工作之余享受。此外，园林树木和森林一样，还有保护各种野生动物、招引各种鸟类的作用。,美化环境；观赏价值；园林树木；休息环境；野生动物,园林树木栽培学-0 绪论-0.1.3.1 美化环境-2-3
M_YLSMZPX_V1_0012,园林树木栽培学,0 绪论,0.1.3.2 改善环境条件，提高环境质量,3,3,园林树木平衡二氧化碳和氧气的作用,summary,树木在进行光合作用时能吸收二氧化碳和释放氧气，对地球上氧气和二氧化碳平衡起着重要作用。在城市环境中，由于人口的增加，氧气消耗大，二氧化碳浓度高，这种平衡更需要绿色植物来维持。据测定，1 hm²的树木每天可吸收1 t二氧化碳，释放0.75 t氧气。,光合作用；二氧化碳；氧气；绿色植物；城市环境,园林树木栽培学-0 绪论-0.1.3.2 改善环境条件，提高环境质量-3-3
M_YLSMZPX_V1_0013,园林树木栽培学,0 绪论,0.1.3.2 改善环境条件，提高环境质量,3,3,园林树木净化空气和吸烟滞尘的作用,summary,城市绿地对城市工业和交通所排放的大量污染气体有阻挡、吸收、滞留和过滤作用。据有关专家测定，每公顷加拿大杨平均每年可吸收大气二氧化硫246 kg，每公顷胡桃林每年可吸收二氧化硫34 kg。二氧化硫通过15 m宽悬铃木林带后，平均浓度下降53.7%。树木的树冠可截留空气中的降尘和飘尘，从而大大减少人类疾病。据测定，绿化林带或树丛比没有绿化的空旷地降尘量减少23%～52%，飘尘量减少37%～60%。因此，园林树木和其他园林绿化植物一起称为城市中消除粉尘污染的“过滤器”。,净化空气；吸烟滞尘；污染气体；二氧化硫；过滤器,园林树木栽培学-0 绪论-0.1.3.2 改善环境条件，提高环境质量-3-3
M_YLSMZPX_V1_0014,园林树木栽培学,0 绪论,0.1.3.2 改善环境条件，提高环境质量,3,3,园林树木减弱噪声的作用,summary,噪声污染是城市特有的一种无形污染。城市中的噪声主要来自工厂、建筑工地、机械车辆及人为喧哗等，这些噪声既影响人们的生活，又损害人类的身心健康。研究表明，在没有植被覆盖的嘈杂街道上，噪声强度比很好地覆盖了树木的街道高5倍以上。在沿街建筑与街道之间，营建一条宽5～7 m的绿化林带，能够明显减轻车辆发出的噪声。测定表明，在一个结构合理的9 m宽绿化林带周围，噪声实际有效降低11～13 dB，而35 m宽的绿带能够让噪声降低25～29 dB。因此，园林绿化是减弱噪声的“消声器”，可以减弱和避免噪声对居民的干扰。,噪声污染；绿化林带；园林绿化；消声器；城市环境,园林树木栽培学-0 绪论-0.1.3.2 改善环境条件，提高环境质量-3-3
M_YLSMZPX_V1_0015,园林树木栽培学,0 绪论,0.1.3.2 改善环境条件，提高环境质量,3,3,园林树木改善城市小气候的作用,summary,研究表明，市区气温通常比有大量植被覆盖的郊区高2～5℃，出现“城市热岛”效应。而园林绿地中树木枝叶形成的浓荫覆盖地，直接遮挡来自太阳的辐射热，而且也阻隔了来自地面、墙面和其他相邻物体的反射热。同时，城市绿化地段有强烈蒸散作用，它可消耗太阳辐射能量的60%～75%，因而能够有效地调节气温，起到冬暖夏凉的作用。树木利用叶面来蒸发水分，不但可以降低自身的温度，同时还可以提高周围的空气湿度。因此，夏季绿地附近的气温比没有植被覆盖的地区低3～5℃，植被覆盖区内的建筑物气温可降低10℃左右。,城市小气候；城市热岛；浓荫覆盖；蒸散作用；空气湿度,园林树木栽培学-0 绪论-0.1.3.2 改善环境条件，提高环境质量-3-3
M_YLSMZPX_V1_0016,园林树木栽培学,0 绪论,0.1.3.3 具有生产功能,3,4,园林树木生产功能的内容,summary,有许多园林树木既有较高的观赏价值，又能产生一定的经济效益。园林苗圃在运营过程中，通过有计划的新品种选育、科学繁殖、栽培与管理，可生产优良的绿化产品，这些产品运用于各种园林绿地中，对园林景观的改善产生很大作用。如当今园林行业中各种类型的苗圃、花圃、苗木生产基地、花木公司等，均以生产苗木而营利。因此园林树木栽培毋庸置疑地会产生一定的经济效益。此外，有些植物的枝、叶、花或果实是药用、食用或工业用原料，如厚朴、铁线莲、红豆杉、杜仲等都是有名的药用植物；核桃、板栗、榛、香榧、香椿都是食用植物；漆树、山核桃、青钱柳、麻栎、栓皮栎等都是工业用植物；乌桕、山桐子、油桐、毛枣、光皮树等都是重要的能源植物。,生产功能；观赏价值；经济效益；苗圃；绿化产品；工业用植物,园林树木栽培学-0 绪论-0.1.3.3 具有生产功能-3-4
M_YLSMZPX_V1_0017,园林树木栽培学,0 绪论,0.2.1 栽培历史,4,4,我国古代园林树木栽培的早期历史,summary,我国园林树木栽培具有悠久的历史。古代人们最早栽培的主要是具有经济价值的果树以及桑树、茶树等树木。早在《诗经》中就记载了桃、李、杏、梅、榛及板栗等经济树木的栽培。当时的栽培目的主要是为了食用，同时也能起到遮荫、纳凉、观赏等作用。至秦代，已有主持山林之政令者，称“四府”，兼司栽植宫中与街道的园林绿化树木。西汉盛世，园林树木栽培有了很大发展，汉武帝营建的上林苑别宫，种植了大量的奇花异草、珍贵树木。,栽培历史；经济树木；诗经；秦代；上林苑,园林树木栽培学-0 绪论-0.2.1 栽培历史-4-4
M_YLSMZPX_V1_0018,园林树木栽培学,0 绪论,0.2.1 栽培历史,4,4,《齐民要术》中树木移栽经验的内容,summary,北魏贾思勰著的《齐民要术》是中国现存最早、最系统的农学专著，也是世界科技史上最宝贵的农学文献之一。书中说道：“凡栽树正月为上时，谚曰：正月可栽大树，言得时则易生也。二月为中时，三月为下时。然枣鸡口，槐兔目，桑虾蟆眼，榆负瘤，散自余杂木鼠耳、虻翅各其时。此等名目，皆是叶生形容之所象似。以此时栽种者，叶皆即生。早栽者，叶晚出。虽然大率宁早为佳，不可晚也。”意思是说，移植树木以正月为上时，农谚说“正月可移大树”，就是说，只要适时便易成活。二月为中时，三月为下时。但当枣树芽像鸡嘴时，槐树芽像兔子眼时，桑树芽像虾蟆眼时，榆树芽像小瘤时，其余杂树芽分别像鼠耳或虻翅时，它们都到了适于移栽的时候了。这些名目都是按叶芽发育时的形象称呼的。在此时移栽的，叶就发生得早。移栽早了，叶就发生得晚，但宁可早栽，切勿太晚。,齐民要术；移栽时期；树木移植；叶芽；适时栽种,园林树木栽培学-0 绪论-0.2.1 栽培历史-4-4
M_YLSMZPX_V1_0019,园林树木栽培学,0 绪论,0.2.1 栽培历史,4,4,唐明清时期园林树木栽培技术的发展,summary,唐代是我国园林发展的繁盛期，出现了各种奇花异草、珍稀花木，说明当时的栽培技术已经相当成熟。柳宗元在《郭橐驼传》中介绍了一位驼背老人种树的经验，即“能顺木之天以致其性”“其本欲舒，其培欲平，其土欲故，其筑欲密，既然已，勿动勿虑”。意思是说，种树要根据树木本身的习性，并要尽量满足其习性的要求，栽种树木时根系要舒展、培土要均匀、根上带旧土、覆土要紧密，这样种好后就不要再去随意动它。明代《种树书》中除了介绍大量树木的作用和栽培技术外，还专门详细介绍了种植竹子的技术措施。“种竹无时，雨过便移，多留宿土，记取南枝”，就是说趁雨后移栽，根上要多带原土，还要记住阴阳面，但在冬至前后各半月不能移种，因为天气寒冷不能成活。明代王象晋的《群芳谱》，除了详细介绍大量树木的形态特征外，还记载有不少树木的栽培方法。,唐代园林；郭橐驼传；种树书；种竹；群芳谱,园林树木栽培学-0 绪论-0.2.1 栽培历史-4-4
M_YLSMZPX_V1_0020,园林树木栽培学,0 绪论,0.2.1 栽培历史,4,4,清代园林树木分类与外来栽培技术引进,summary,清代汪灏的《广群芳谱》，把植物分为桑、麻、蔬、茶、花、果、竹、卉、药等各个谱系，园林树木则被分别于花、果、木、竹四大谱系之中，记述详细明了，体例清晰醒目，为后人的学习与研究做出了不小的贡献。清代后期，尤其是清末，随着外来园林文化的输入，在中国园林树木资源严重外流的同时，客观上为我们引进了国外的一些优良的园林树木品种和先进的栽培管理技术。,广群芳谱；清代；植物谱系；外来园林文化；栽培管理技术,园林树木栽培学-0 绪论-0.2.1 栽培历史-4-4
M_YLSMZPX_V1_0021,园林树木栽培学,0 绪论,0.2.2 发展近况,4,5,新中国成立初期园林树木栽培的发展,summary,中华人民共和国成立以后，我国的园林事业不断发展，从园林绿化的机构建设到人才培养以及园林树木和其他园林植物的栽培管理都得到了较好的发展。“绿化祖国”的号召促使园林树木的引种、栽培得到重视，观赏栽培得以恢复。1949—1952年，全国各个城市在园林绿化方面都在大兴土木，或提升改造旧有公园绿地，或开辟绿地重新建设公园，同时积极发展苗圃，大量育苗，为以后的园林绿化建设准备物质基础。1958年，中央提出实现大地园林化，园林树木得以广泛栽培和应用，如北京市在当年新植树木944万株，比过去9年植树总数还多。1959年建国十周年，北京完成了天安门广场、首都机场干道和“十大建筑”的绿化任务，栽植了大量40～50年生的油松大树，绿化效果十分显著。,发展近况；绿化祖国；园林绿化；苗圃；大地园林化,园林树木栽培学-0 绪论-0.2.2 发展近况-4-5
M_YLSMZPX_V1_0022,园林树木栽培学,0 绪论,0.2.2 发展近况,5,5,20世纪七八十年代城市树木研究与复壮技术的发展,summary,20世纪七八十年代，园林部门对城市树木生长衰老的原因开展细致研究，提出城市园林树木由于人为的践踏、车辆的碾压、地面的铺装及地下侵入体等诸多原因，造成土壤孔隙度降低、通气不良，致使树木生长势下降，出现衰老。为了解决土壤通气问题，园林部门进行了大量的科学研究，研制出多种透气的铺装材料及防止土壤孔隙度降低的技术措施。同时注意到树木的营养问题，采用土壤分析和叶面分析的方法准确地了解衰老树木的营养状况。复壮技术也有很大的进步，不仅给树木进行土壤施肥和叶面喷肥，同时还研制出了给树木打针输液的技术。这种技术既给树木输入了急需的营养，还可以同时输入防虫治病的农药，提高了病虫害防治效果。在老弱树的复壮措施方面，不仅施入无机肥料，更重视施用有机肥，同时增施复壮剂、菌根剂、微量元素等。,城市树木；生长衰老；土壤通气；营养状况；复壮技术,园林树木栽培学-0 绪论-0.2.2 发展近况-5-5
M_YLSMZPX_V1_0023,园林树木栽培学,0 绪论,0.2.2 发展近况,5,5,大树移栽技术与包扎材料的发展,summary,大树移栽方面进展更快。因移植大树需要较高的技术水平和较多的经费，过去只有少数重点工程才移栽大树，而且大多数采用软材包扎进行移栽。现在为了加速绿化的步伐，尽快呈现绿化景观效果，应用大树进行绿化、美化环境已是很普通的事情。包扎的材料也有很大的改进，软材包扎不单纯用草绳和草席，很多地方应用麻绳和塑料布或用铅丝网进行包扎移植，效果很好，这种包扎材料可以反复利用，节省费用。在木箱包扎移栽大树方面，上海市绿化局作了很大的改进，为了节省木料，简化包扎手续，采用预制铁板包扎移植大树。这一改进，不但节约了木材，同时也提高了移植的速度和成活率。,大树移栽；包扎材料；软材包扎；木箱包扎；成活率,园林树木栽培学-0 绪论-0.2.2 发展近况-5-5
M_YLSMZPX_V1_0024,园林树木栽培学,0 绪论,0.2.2 发展近况,5,5,提高栽植成活率和养护管理水平的技术措施,summary,为了提高园林树木的栽植成活率和养护管理水平，园林部门自己研制或引进了很多先进有效的技术措施，如容器育苗技术、抗蒸腾（干燥）剂的使用、测土配方施肥方法、微孔缓释施肥技术、新型高效低毒农药的使用、生物防治技术等。,栽植成活率；养护管理；容器育苗；测土配方施肥；生物防治,园林树木栽培学-0 绪论-0.2.2 发展近况-5-5
M_YLSMZPX_V1_0025,园林树木栽培学,0 绪论,0.2.2 发展近况,5,5,我国园林树木栽培存在的不足,summary,尽管我国园林部门在园林树木栽培方面取得了较为显著的成绩，但由于种种原因，存在不足也在所难免，主要表现在以下几个方面。首先，在观念上只注重种植而忽视养护，平时养护工作不够规范。在许多园林绿地中，我们常常看到新栽的树木不能存活，取而代之的是补栽的小苗或荒芜裸地，这不仅破坏了原先的设计效果，还造成了重大的经济损失。其次，许多技术人员缺乏扎实的专业知识或实际工作技能。例如，南京市某学校几年前引栽一批香樟大树，刚开始树体生长较好，绿色浓荫，而不久后就病入膏肓、垂死挣扎。究其原因，是植株在移植前就已有病害，而专业人员在选苗时没注意，或全然不知，导致无法挽回的损失。312国道南京至镇江段几年前新栽了一批香樟树，这批苗木在短期内大量死亡，最后几乎全军覆没，正是由于栽植技术不规范导致的结果。再次，高、精、尖技术在园林树木栽培中应用稀少。当前，城市绿地建设中经常需要在一些特殊、极端的立地条件下栽植和培养园林树木，常规的栽植及养护技术已不能满足其要求，这就要求园林树木栽植技术的研究领域朝更高更新更尖的方向发展，如园林树木的安全性管理、预警系统、植物问题诊断及对策等，同时在苗木培育、大树移植、古树修复、反季节栽植等方面的栽植技术也有待提高。,栽培不足；养护管理；专业知识；栽植技术；安全性管理,园林树木栽培学-0 绪论-0.2.2 发展近况-5-5
M_YLSMZPX_V1_0026,园林树木栽培学,0 绪论,0.3.1 育苗技术,6,6,育苗技术的基础地位与发展,summary,苗木是园林绿化的物质基础，它的供应数量影响着绿化植树工程的规模和工期，其质量的好坏、规格的大小则直接影响着栽植的成活率和栽后的绿化效果。所以，苗木生产一直是园林绿化中最为基础、也是最为重要的一个环节。近年来，为了满足迅速扩大的园林苗木市场的需求，育苗技术随之得到了快速的发展和提高。目前，发展较为成熟、效益比较明显的主要有以下几种。,育苗技术；苗木；园林绿化；成活率；绿化效果,园林树木栽培学-0 绪论-0.3.1 育苗技术-6-6
M_YLSMZPX_V1_0027,园林树木栽培学,0 绪论,0.3.1.1 容器控根快速育苗,6,6,容器控根快速育苗技术的内容,summary,该技术是一种以调控植物根系生长为核心的新型育苗方法，它由控根育苗容器独特的设计原理和专用育苗基质的科学配方，以及辅助控根培育管理技术组成。与普通育苗技术相比，育苗周期平均缩短50%左右，后期管理工作量减少50%～70%，苗木侧根的总数可以增加20～30倍，并且彻底解决了大苗全冠移栽的季节限制和成活率低下的技术难题，被誉为“可移动的森林”。,容器控根；快速育苗；根系生长；育苗基质；全冠移栽,园林树木栽培学-0 绪论-0.3.1.1 容器控根快速育苗-6-6
M_YLSMZPX_V1_0028,园林树木栽培学,0 绪论,0.3.1.2 全光照自动间隙喷雾扦插育苗,6,6,全光照自动间隙喷雾扦插育苗技术的内容,summary,这种技术能充分利用自然界的光能、热能资源，自动化程度高、管理简便，且密度大、易生根，产量高、速度快，成本低、见效快，不仅有效地解决了许多价值大、难生根的优良品种的扦插繁殖问题，还大大缩短了优良苗木的培育周期，经济效益和社会效益都十分可观。,全光照；自动喷雾；扦插育苗；自然资源；培育周期,园林树木栽培学-0 绪论-0.3.1.2 全光照自动间隙喷雾扦插育苗-6-6
M_YLSMZPX_V1_0029,园林树木栽培学,0 绪论,0.3.1.3 高位嫁接改冠换头育苗,6,6,高位嫁接改冠换头育苗技术的内容,summary,在园林绿化中，运用大规格的彩叶树种（如红继木）和观花树种（如樱花）进行绿化和美化，可以立竿见影地迅速发挥园林树木的生态功能和景观效果，达到立即成型、成景的绿化和美化目的。但由于受园林树木，特别是乔木树种自身生长特性的限制，运用播种、扦插、压条等繁殖方法培育大规格苗木时，育苗周期过长，从而严重影响了这些树种在园林绿化中特殊作用的发挥以及新建园林景观的品质和档次。针对这种情况，就可采用高位嫁接的方法来改换原来的普通树冠，彻底改变和提高树冠的观赏性，迅速满足园林绿化对它们的特殊要求。这种技术最先用于果树的高接换种，后来才应用到园林育苗上。,高位嫁接；改冠换头；大规格苗木；观赏性；园林育苗,园林树木栽培学-0 绪论-0.3.1.3 高位嫁接改冠换头育苗-6-6
M_YLSMZPX_V1_0030,园林树木栽培学,0 绪论,0.3.1.4 工厂化无土育苗,6,6,工厂化无土育苗技术的内容,summary,工厂化无土育苗是指不用土壤，用珍珠岩、蛭石、岩棉、矿棉等人工或天然无土栽培基质来进行的机械化、规模化、集约化育苗。这种方法不仅可以减少劳动强度、不受季节限制、缩短育苗时间，更重要的是有利于苗木的根系发育，还能明显提高移植成活率、加快生长发育和减少病虫害发生。,工厂化育苗；无土育苗；栽培基质；移植成活率；病虫害,园林树木栽培学-0 绪论-0.3.1.4 工厂化无土育苗-6-6
M_YLSMZPX_V1_0031,园林树木栽培学,0 绪论,0.3.1.5 组培工厂化育苗,6,7,组培工厂化育苗技术的内容,summary,这种育苗方法就是把植物组培技术和工厂化育苗相结合，除了具有工厂化育苗的所有优点外，还具有植物组培技术独特的优势，主要包括繁殖增倍量大化、培育去病毒幼苗、能尽量保持母本的优良性状等几个方面。这些优势在防止病毒病的传染和挽救珍稀濒危植物方面，有着不可替代的重要作用。,组培育苗；工厂化育苗；去病毒幼苗；优良性状；珍稀濒危植物,园林树木栽培学-0 绪论-0.3.1.5 组培工厂化育苗-6-7
M_YLSMZPX_V1_0032,园林树木栽培学,0 绪论,0.3.2 特殊立地环境的树木栽植,7,7,特殊立地环境树木栽植的研究背景,summary,随着我国城市化进程的加快和园林绿化事业的迅速发展，目前的园林树木栽植范围早已不再局限于城市公园和小区绿地，而是广泛涉及盐碱地、干旱地、铺装地面、无土岩石地、道路和桥梁边坡、屋顶等特殊立地环境。因此，如何攻克特殊立地植物栽植技术难关，是急待解决的问题。,特殊立地；树木栽植；盐碱地；干旱地；铺装地面,园林树木栽培学-0 绪论-0.3.2 特殊立地环境的树木栽植-7-7
M_YLSMZPX_V1_0033,园林树木栽培学,0 绪论,0.3.2 特殊立地环境的树木栽植,7,7,盐碱土绿化技术研究的内容,summary,1991年全国盐碱土绿化开发协作组成立，该机构就如何利用和改良盐碱土进行了广泛研究。山东省德州市盐碱土绿化研究所探索出微区改土绿化方法，并成功研制盐碱土绿化专用肥，填补了国内没有盐碱土绿化专用肥的空白。,盐碱土；绿化开发；改良盐碱土；微区改土；专用肥,园林树木栽培学-0 绪论-0.3.2 特殊立地环境的树木栽植-7-7
M_YLSMZPX_V1_0034,园林树木栽培学,0 绪论,0.3.2 特殊立地环境的树木栽植,7,7,抗旱栽培技术研究的内容,summary,由于全球气候变暖，加上人们对城市自然地理水文的人为破坏，自然气候因素和人为影响因素引起的干旱地域越来越多。中国有着历史悠久的抗旱栽培经验，为园林绿化抗旱栽培提供了丰富的经验借鉴。目前，我国的园林工作者在园林植物的抗旱机理、抗旱驯化、选择标准以及栽培管理技术等方面都取得了较为突出的成绩，特别是环保高效、经济实惠的新型保水剂的研发和应用，成为园林植物抗旱栽培技术研究的重点和热点。,抗旱栽培；抗旱机理；抗旱驯化；保水剂；栽培管理,园林树木栽培学-0 绪论-0.3.2 特殊立地环境的树木栽植-7-7
M_YLSMZPX_V1_0035,园林树木栽培学,0 绪论,0.3.2 特殊立地环境的树木栽植,7,7,铺装地面树木栽植技术研究的内容,summary,为了方便城市居民的生活，铺装地面成为城市园林中不可缺少的一部分。受我国城市发展的水平所限，城市地面铺装多为没有透性的水泥铺装或沥青铺装。这种地面铺装阻碍了土壤与大气的气体交换，并使雨水从地表流失，大大减少了对树木根系氧气与水分的供应，还会减少土壤微生物及其活动，导致树木根系代谢失常、功能减弱、降低树木的生长势，严重时会引起植株死亡。因此，在园林绿地采用通气透水性铺装已经成为共识。怎样的铺装材料和铺装方法才能同时满足良好的通透性、长久的牢固性、明显的舒适性、应用的便捷性和费用的廉价性等诸多特点，正是园林工作者们努力的方向。,铺装地面；通气透水；根系代谢；生长势；铺装材料,园林树木栽培学-0 绪论-0.3.2 特殊立地环境的树木栽植-7-7
M_YLSMZPX_V1_0036,园林树木栽培学,0 绪论,0.3.2 特殊立地环境的树木栽植,7,7,岩石园建设与岩生植物应用的内容,summary,国外早在17世纪中叶就开始岩生植物的研究和应用。国内在这方面的起步较晚，发展更慢。我国第一个岩石园是由陈封怀先生于20世纪30年代在庐山植物园创建，但后来几乎处于停滞不前的状态，直到进入21世纪后，随着我国园林绿化事业的蓬勃发展，才又引起了人们的注意。我国是一个多山多岩的国家，具有非常丰富的岩生植物资源可供开发利用，岩石园的建设为它们的引种驯化和应用展示提供了有利的场所和难得的机会。同时，许多耐干旱、耐寒冷、耐瘠薄的岩生植物，经过引种驯化后还能在园林绿化中发挥更好的作用。因此，在岩生植物的调查摸底、引种驯化、园林应用及栽培管理等方面都还有大量的工作值得我们去探索和尝试。,岩石园；岩生植物；引种驯化；园林应用；栽培管理,园林树木栽培学-0 绪论-0.3.2 特殊立地环境的树木栽植-7-7
